Retailer,Retailer ID,Invoice Date,Region,State,City,Product,Price per Unit,Units Sold,Total Sales,Operating Profit,Sales Method
West Gear,1128299,2020-01-23,West,Nevada,Las Vegas,Women's Athletic Footwear,59.00,75,443,203.55,Online
West Gear,1128299,2020-01-24,West,Nevada,Las Vegas,Men's Apparel,63.00,52,328,216.22,Online
West Gear,1128299,2020-01-25,West,Nevada,Las Vegas,Women's Apparel,78.00,95,741,251.94,Online
West Gear,1128299,2020-01-26,West,Nevada,Las Vegas,Men's Street Footwear,58.00,149,864,501.24,Online
West Gear,1128299,2020-01-27,West,Nevada,Las Vegas,Men's Athletic Footwear,60.00,104,624,268.32,Online
West Gear,1128299,2020-01-28,West,Nevada,Las Vegas,Women's Street Footwear,63.00,116,731,416.56,Online
West Gear,1128299,2020-01-29,West,Nevada,Las Vegas,Women's Athletic Footwear,57.00,90,513,256.50,Online
West Gear,1128299,2020-01-30,West,Nevada,Las Vegas,Men's Apparel,60.00,60,360,252.00,Online
West Gear,1128299,2020-01-31,West,Nevada,Las Vegas,Women's Apparel,78.00,131,1022,357.63,Online
West Gear,1128299,2020-02-01,West,Nevada,Las Vegas,Men's Street Footwear,56.00,189,1058,603.29,Online
West Gear,1128299,2020-02-02,West,Nevada,Las Vegas,Men's Athletic Footwear,62.00,165,1023,419.43,Online
West Gear,1128299,2020-02-03,West,Nevada,Las Vegas,Women's Street Footwear,62.00,165,1023,603.57,Online
West Gear,1128299,2020-02-04,West,Nevada,Las Vegas,Women's Athletic Footwear,58.00,111,644,328.34,Online
West Gear,1128299,2020-02-05,West,Nevada,Las Vegas,Men's Apparel,59.00,81,478,353.65,Online
West Gear,1128299,2020-02-06,West,Nevada,Las Vegas,Women's Apparel,73.00,174,1270,508.08,Online
West Gear,1128299,2020-02-07,West,Nevada,Las Vegas,Men's Street Footwear,58.00,218,1264,670.13,Online
West Gear,1128299,2020-02-08,West,Nevada,Las Vegas,Men's Athletic Footwear,61.00,174,1061,382.10,Online
West Gear,1128299,2020-02-09,West,Nevada,Las Vegas,Women's Street Footwear,61.00,143,872,462.32,Online
West Gear,1128299,2020-02-10,West,Nevada,Las Vegas,Women's Athletic Footwear,55.00,117,644,315.32,Online
West Gear,1128299,2020-02-11,West,Nevada,Las Vegas,Men's Apparel,60.00,130,780,546.00,Online
West Gear,1128299,2020-02-12,West,Nevada,Las Vegas,Women's Apparel,78.00,145,1131,339.30,Online
West Gear,1128299,2020-02-13,West,Nevada,Las Vegas,Men's Street Footwear,62.00,210,1302,690.06,Online
West Gear,1128299,2020-02-14,West,Nevada,Las Vegas,Men's Athletic Footwear,64.00,182,1165,454.27,Online
West Gear,1128299,2020-02-15,West,Nevada,Las Vegas,Women's Street Footwear,60.00,152,912,474.24,Online
West Gear,1128299,2020-02-16,West,Nevada,Las Vegas,Women's Athletic Footwear,64.00,124,794,372.99,Online
West Gear,1128299,2020-02-17,West,Nevada,Las Vegas,Men's Apparel,68.00,138,938,638.11,Online
West Gear,1128299,2020-02-18,West,Nevada,Las Vegas,Women's Apparel,78.00,108,842,286.42,Online
West Gear,1128299,2020-02-19,West,Nevada,Las Vegas,Men's Street Footwear,56.00,174,974,467.71,Online
West Gear,1128299,2020-02-20,West,Nevada,Las Vegas,Men's Athletic Footwear,61.00,162,988,335.99,Online
West Gear,1128299,2020-02-21,West,Nevada,Las Vegas,Women's Street Footwear,57.00,117,667,333.45,Online
West Gear,1128299,2020-02-22,West,Nevada,Las Vegas,Women's Athletic Footwear,58.00,112,650,285.82,Online
West Gear,1128299,2020-02-23,West,Nevada,Las Vegas,Men's Apparel,67.00,120,804,490.44,Online
West Gear,1128299,2020-02-24,West,Nevada,Las Vegas,Women's Apparel,74.00,113,836,250.86,Online
West Gear,1128299,2020-02-25,West,Nevada,Las Vegas,Men's Street Footwear,56.00,138,773,378.67,Online
West Gear,1128299,2020-02-26,West,Nevada,Las Vegas,Men's Athletic Footwear,59.00,165,974,340.73,Online
West Gear,1128299,2020-02-27,West,Nevada,Las Vegas,Women's Street Footwear,54.00,109,589,264.87,Online
West Gear,1128299,2020-02-28,West,Nevada,Las Vegas,Women's Athletic Footwear,54.00,105,567,238.14,Online
West Gear,1128299,2020-03-01,West,Nevada,Las Vegas,Men's Apparel,63.00,81,510,311.28,Online
West Gear,1128299,2020-03-02,West,Nevada,Las Vegas,Women's Apparel,68.00,94,639,159.80,Online
West Gear,1128299,2020-03-03,West,Nevada,Las Vegas,Men's Street Footwear,57.00,155,884,424.08,Online
West Gear,1128299,2020-03-04,West,Nevada,Las Vegas,Men's Athletic Footwear,64.00,150,960,326.40,Online
West Gear,1128299,2020-03-05,West,Nevada,Las Vegas,Women's Street Footwear,55.00,106,583,268.18,Online
West Gear,1128299,2020-03-06,West,Nevada,Las Vegas,Women's Athletic Footwear,56.00,108,605,247.97,Online
West Gear,1128299,2020-03-07,West,Nevada,Las Vegas,Men's Apparel,64.00,88,563,360.45,Online
West Gear,1128299,2020-03-08,West,Nevada,Las Vegas,Women's Apparel,68.00,133,904,235.14,Online
West Gear,1128299,2020-03-09,West,Nevada,Las Vegas,Men's Street Footwear,58.00,196,1137,534.30,Online
West Gear,1128299,2020-03-10,West,Nevada,Las Vegas,Men's Athletic Footwear,62.00,189,1172,398.41,Online
West Gear,1128299,2020-03-11,West,Nevada,Las Vegas,Women's Street Footwear,59.00,119,702,329.99,Online
West Gear,1128299,2020-03-12,West,Nevada,Las Vegas,Women's Athletic Footwear,57.00,133,758,333.56,Online
West Gear,1128299,2020-03-13,West,Nevada,Las Vegas,Men's Apparel,69.00,112,773,463.68,Online
West Gear,1128299,2020-03-14,West,Nevada,Las Vegas,Women's Apparel,74.00,150,1110,299.70,Online
West Gear,1128299,2020-03-15,West,Nevada,Las Vegas,Men's Street Footwear,28.00,123,344,172.20,Online
West Gear,1128299,2020-03-16,West,Nevada,Las Vegas,Men's Athletic Footwear,38.00,123,467,154.24,Online
West Gear,1128299,2020-03-17,West,Nevada,Las Vegas,Women's Street Footwear,39.00,115,449,206.31,Online
West Gear,1128299,2020-03-18,West,Nevada,Las Vegas,Women's Athletic Footwear,38.00,72,274,123.12,Online
West Gear,1128299,2020-03-19,West,Colorado,Denver,Men's Apparel,41.00,56,230,146.94,Online
West Gear,1128299,2020-03-20,West,Colorado,Denver,Women's Apparel,37.00,128,474,123.14,Online
West Gear,1128299,2020-03-21,West,Colorado,Denver,Men's Street Footwear,27.00,131,354,169.78,Online
West Gear,1128299,2020-03-22,West,Colorado,Denver,Men's Athletic Footwear,38.00,111,422,126.54,Online
West Gear,1128299,2020-03-23,West,Colorado,Denver,Women's Street Footwear,38.00,123,467,233.70,Online
West Gear,1128299,2020-03-24,West,Colorado,Denver,Women's Athletic Footwear,36.00,72,259,116.64,Online
West Gear,1128299,2020-03-25,West,Colorado,Denver,Men's Apparel,43.00,58,249,154.63,Online
West Gear,1128299,2020-03-26,West,Colorado,Denver,Women's Apparel,37.00,116,429,115.88,Online
West Gear,1128299,2020-03-27,West,Colorado,Denver,Men's Street Footwear,37.00,165,611,293.04,Online
West Gear,1128299,2020-03-28,West,Colorado,Denver,Men's Athletic Footwear,48.00,112,538,182.78,Online
West Gear,1128299,2020-03-29,West,Colorado,Denver,Women's Street Footwear,51.00,116,592,289.88,Online
West Gear,1128299,2020-03-30,West,Colorado,Denver,Women's Athletic Footwear,51.00,90,459,197.37,Online
West Gear,1128299,2020-03-31,West,Colorado,Denver,Men's Apparel,56.00,39,218,131.04,Online
West Gear,1128299,2020-04-01,West,Colorado,Denver,Women's Apparel,52.00,95,494,143.26,Online
West Gear,1128299,2020-04-02,West,Colorado,Denver,Men's Street Footwear,55.00,131,721,338.64,Online
West Gear,1128299,2020-04-03,West,Colorado,Denver,Men's Athletic Footwear,59.00,94,555,194.11,Online
West Gear,1128299,2020-04-04,West,Colorado,Denver,Women's Street Footwear,61.00,113,689,344.65,Online
West Gear,1128299,2020-04-05,West,Colorado,Denver,Women's Athletic Footwear,56.00,74,414,178.19,Online
West Gear,1128299,2020-04-06,West,Colorado,Denver,Men's Apparel,62.00,44,273,166.41,Online
West Gear,1128299,2020-04-07,West,Colorado,Denver,Women's Apparel,72.00,98,706,176.40,Online
West Gear,1128299,2020-04-08,West,Colorado,Denver,Men's Street Footwear,55.00,131,721,439.51,Online
West Gear,1128299,2020-04-09,West,Colorado,Denver,Men's Athletic Footwear,60.00,105,630,289.80,Online
West Gear,1128299,2020-04-10,West,Colorado,Denver,Women's Street Footwear,59.00,98,578,346.92,Online
West Gear,1128299,2020-04-11,West,Colorado,Denver,Women's Athletic Footwear,58.00,69,400,236.12,Online
West Gear,1128299,2020-04-12,West,Colorado,Denver,Men's Apparel,63.00,44,277,210.67,Online
West Gear,1128299,2020-04-13,West,Colorado,Denver,Women's Apparel,74.00,133,984,423.21,Online
West Gear,1128299,2020-04-14,West,Colorado,Denver,Men's Street Footwear,54.00,189,1021,653.18,Online
West Gear,1128299,2020-04-15,West,Colorado,Denver,Men's Athletic Footwear,59.00,144,850,424.80,Online
West Gear,1128299,2020-04-16,West,Colorado,Denver,Women's Street Footwear,64.00,150,960,614.40,Online
West Gear,1128299,2020-04-17,West,Colorado,Denver,Women's Athletic Footwear,62.00,135,837,502.20,Online
West Gear,1128299,2020-04-18,West,Colorado,Denver,Men's Apparel,66.00,91,601,462.46,Online
West Gear,1128299,2020-04-19,West,Colorado,Denver,Women's Apparel,83.00,181,1502,645.99,Online
West Gear,1128299,2020-04-20,West,Colorado,Denver,Men's Street Footwear,64.00,202,1293,775.68,Online
West Gear,1128299,2020-04-21,West,Colorado,Denver,Men's Athletic Footwear,67.00,188,1260,503.84,Online
West Gear,1128299,2020-04-22,West,Colorado,Denver,Women's Street Footwear,67.00,161,1079,593.29,Online
West Gear,1128299,2020-04-23,West,Colorado,Denver,Women's Athletic Footwear,61.00,143,872,453.60,Online
West Gear,1128299,2020-04-24,West,Colorado,Denver,Men's Apparel,67.00,131,878,614.39,Online
West Gear,1128299,2020-04-25,West,Colorado,Denver,Women's Apparel,78.00,137,1069,427.44,Online
West Gear,1128299,2020-04-26,West,Colorado,Denver,Men's Street Footwear,63.00,196,1235,728.53,Online
West Gear,1128299,2020-04-27,West,Colorado,Denver,Men's Athletic Footwear,73.00,189,1380,579.47,Online
West Gear,1128299,2020-04-28,West,Colorado,Denver,Women's Street Footwear,67.00,143,958,546.12,Online
West Gear,1128299,2020-04-29,West,Colorado,Denver,Women's Athletic Footwear,63.00,135,851,459.27,Online
West Gear,1128299,2020-04-30,West,Colorado,Denver,Men's Apparel,74.00,140,1036,756.28,Online
West Gear,1128299,2020-05-01,West,Colorado,Denver,Women's Apparel,74.00,100,740,259.00,Online
West Gear,1128299,2020-05-02,West,Colorado,Denver,Men's Street Footwear,59.00,162,956,506.57,Online
West Gear,1128299,2020-05-03,West,Colorado,Denver,Men's Athletic Footwear,69.00,168,1159,417.31,Online
West Gear,1128299,2020-05-04,West,Colorado,Denver,Women's Street Footwear,60.00,113,678,339.00,Online
West Gear,1128299,2020-05-05,West,Colorado,Denver,Women's Athletic Footwear,59.00,100,590,283.20,Online
West Gear,1128299,2020-05-06,West,Colorado,Denver,Men's Apparel,74.00,120,888,612.72,Online
West Gear,1128299,2020-05-07,West,Colorado,Denver,Women's Apparel,65.00,106,689,213.59,Online
West Gear,1128299,2020-05-08,West,Colorado,Denver,Men's Street Footwear,51.00,137,699,349.35,Online
West Gear,1128299,2020-05-09,West,Colorado,Denver,Men's Athletic Footwear,54.00,152,821,287.28,Online
West Gear,1128299,2020-05-10,West,Colorado,Denver,Women's Street Footwear,51.00,102,520,260.10,Online
West Gear,1128299,2020-05-11,West,Colorado,Denver,Women's Athletic Footwear,53.00,85,451,207.23,Online
West Gear,1128299,2020-05-12,West,Colorado,Denver,Men's Apparel,64.00,75,480,316.80,Online
West Gear,1128299,2020-05-13,West,Colorado,Denver,Women's Apparel,65.00,105,683,204.75,Online
West Gear,1128299,2020-05-14,West,Colorado,Denver,Men's Street Footwear,52.00,150,780,429.00,Online
West Gear,1128299,2020-05-15,West,Colorado,Denver,Men's Athletic Footwear,55.00,150,825,305.25,Online
West Gear,1128299,2020-05-16,West,Colorado,Denver,Women's Street Footwear,51.00,128,653,345.98,Online
West Gear,1128299,2020-05-17,West,Colorado,Denver,Women's Athletic Footwear,60.00,116,696,334.08,Online
West Gear,1128299,2020-05-18,West,Colorado,Denver,Men's Apparel,68.00,105,714,492.66,Online
West Gear,1128299,2020-05-19,West,Colorado,Denver,Women's Apparel,73.00,130,949,294.19,Online
West Gear,1128299,2020-05-20,West,Colorado,Denver,Men's Street Footwear,59.00,203,1198,622.80,Online
West Gear,1128299,2020-05-21,West,Colorado,Denver,Men's Athletic Footwear,64.00,182,1165,442.62,Online
West Gear,1128299,2020-05-22,West,Colorado,Denver,Women's Street Footwear,60.00,125,750,412.50,Online
West Gear,1128299,2020-05-23,West,Colorado,Denver,Women's Athletic Footwear,63.00,125,788,354.38,Online
West Gear,1128299,2020-05-24,West,Colorado,Denver,Men's Apparel,68.00,115,782,523.94,Online
West Gear,1128299,2020-05-25,West,Colorado,Denver,Women's Apparel,75.00,137,1028,339.08,Online
West Gear,1128299,2020-05-26,West,Colorado,Denver,Men's Street Footwear,36.00,117,421,172.69,Online
West Gear,1128299,2020-05-27,West,Colorado,Denver,Men's Athletic Footwear,48.00,131,629,251.52,Online
West Gear,1128299,2020-05-28,West,Colorado,Denver,Women's Street Footwear,46.00,135,621,217.35,Online
West Gear,1128299,2020-05-29,West,Colorado,Denver,Women's Athletic Footwear,49.00,78,382,156.70,Online
West Gear,1128299,2020-05-30,West,Washington,Seattle,Men's Apparel,51.00,73,372,145.20,Online
West Gear,1128299,2020-05-31,West,Washington,Seattle,Women's Apparel,46.00,125,575,178.25,Online
West Gear,1128299,2020-06-01,West,Washington,Seattle,Men's Street Footwear,36.00,138,497,213.62,Online
West Gear,1128299,2020-06-02,West,Washington,Seattle,Men's Athletic Footwear,47.00,131,616,240.12,Online
West Gear,1128299,2020-06-03,West,Washington,Seattle,Women's Street Footwear,47.00,122,573,223.63,Online
West Gear,1128299,2020-06-04,West,Washington,Seattle,Women's Athletic Footwear,48.00,87,418,175.39,Online
West Gear,1128299,2020-06-05,West,Washington,Seattle,Men's Apparel,52.00,65,338,135.20,Online
West Gear,1128299,2020-06-06,West,Washington,Seattle,Women's Apparel,46.00,123,566,175.40,Online
West Gear,1128299,2020-06-07,West,Washington,Seattle,Men's Street Footwear,46.00,167,768,345.69,Online
West Gear,1128299,2020-06-08,West,Washington,Seattle,Men's Athletic Footwear,58.00,115,667,240.12,Online
West Gear,1128299,2020-06-09,West,Washington,Seattle,Women's Street Footwear,60.00,115,690,276.00,Online
West Gear,1128299,2020-06-10,West,Washington,Seattle,Women's Athletic Footwear,64.00,85,544,228.48,Online
West Gear,1128299,2020-06-11,West,Washington,Seattle,Men's Apparel,69.00,46,317,120.61,Online
West Gear,1128299,2020-06-12,West,Washington,Seattle,Women's Apparel,62.00,105,651,221.34,Online
West Gear,1128299,2020-06-13,West,Washington,Seattle,Men's Street Footwear,68.00,160,1088,478.72,Online
West Gear,1128299,2020-06-14,West,Washington,Seattle,Men's Athletic Footwear,71.00,88,625,243.67,Online
West Gear,1128299,2020-06-15,West,Washington,Seattle,Women's Street Footwear,74.00,120,888,346.32,Online
West Gear,1128299,2020-06-16,West,Washington,Seattle,Women's Athletic Footwear,55.00,90,495,207.90,Online
West Gear,1128299,2020-06-17,West,Washington,Seattle,Men's Apparel,59.00,56,330,132.16,Online
West Gear,1128299,2020-06-18,West,Washington,Seattle,Women's Apparel,78.00,88,686,219.65,Online
West Gear,1128299,2020-06-19,West,Washington,Seattle,Men's Street Footwear,55.00,165,908,372.08,Online
West Gear,1128299,2020-06-20,West,Washington,Seattle,Men's Athletic Footwear,60.00,108,648,246.24,Online
West Gear,1128299,2020-06-21,West,Washington,Seattle,Women's Street Footwear,61.00,120,732,278.16,Online
West Gear,1128299,2020-06-22,West,Washington,Seattle,Women's Athletic Footwear,59.00,90,531,233.64,Online
West Gear,1128299,2020-06-23,West,Washington,Seattle,Men's Apparel,60.00,52,312,118.56,Online
West Gear,1128299,2020-06-24,West,Washington,Seattle,Women's Apparel,75.00,125,938,309.38,Online
West Gear,1128299,2020-06-25,West,Washington,Seattle,Men's Street Footwear,71.00,195,1385,581.49,Online
West Gear,1128299,2020-06-26,West,Washington,Seattle,Men's Athletic Footwear,74.00,188,1391,514.74,Online
West Gear,1128299,2020-06-27,West,Washington,Seattle,Women's Street Footwear,72.00,163,1174,445.97,Online
West Gear,1128299,2020-06-28,West,Washington,Seattle,Women's Athletic Footwear,75.00,125,938,375.00,Online
West Gear,1128299,2020-06-29,West,Washington,Seattle,Men's Apparel,82.00,105,861,335.79,Online
West Gear,1128299,2020-06-30,West,Washington,Seattle,Women's Apparel,98.00,182,1784,606.42,Online
West Gear,1128299,2020-07-01,West,Washington,Seattle,Men's Street Footwear,73.00,239,1745,697.88,Online
West Gear,1128299,2020-07-02,West,Washington,Seattle,Men's Athletic Footwear,82.00,182,1492,537.26,Online
West Gear,1128299,2020-07-03,West,Washington,Seattle,Women's Street Footwear,78.00,175,1365,477.75,Online
West Gear,1128299,2020-07-04,West,Washington,Seattle,Women's Athletic Footwear,78.00,137,1069,438.13,Online
West Gear,1128299,2020-07-05,West,Washington,Seattle,Men's Apparel,77.00,144,1109,388.08,Online
West Gear,1128299,2020-07-06,West,Washington,Seattle,Women's Apparel,95.00,155,1473,515.38,Online
West Gear,1128299,2020-07-07,West,Washington,Seattle,Men's Street Footwear,80.00,217,1736,781.20,Online
West Gear,1128299,2020-07-08,West,Washington,Seattle,Men's Athletic Footwear,77.00,210,1617,630.63,Online
West Gear,1128299,2020-07-09,West,Washington,Seattle,Women's Street Footwear,73.00,163,1190,416.47,Online
West Gear,1128299,2020-07-10,West,Washington,Seattle,Women's Athletic Footwear,74.00,155,1147,504.68,Online
West Gear,1128299,2020-07-11,West,Washington,Seattle,Men's Apparel,71.00,155,1101,429.20,Online
West Gear,1128299,2020-07-12,West,Washington,Seattle,Women's Apparel,76.00,108,821,270.86,Online
West Gear,1128299,2020-07-13,West,Washington,Seattle,Men's Street Footwear,64.00,156,998,409.34,Online
West Gear,1128299,2020-07-14,West,Washington,Seattle,Men's Athletic Footwear,71.00,174,1235,432.39,Online
West Gear,1128299,2020-07-15,West,Washington,Seattle,Women's Street Footwear,63.00,135,851,314.69,Online
West Gear,1128299,2020-07-16,West,Washington,Seattle,Women's Athletic Footwear,67.00,112,750,300.16,Online
West Gear,1128299,2020-07-17,West,Washington,Seattle,Men's Apparel,72.00,111,799,319.68,Online
West Gear,1128299,2020-07-18,West,Washington,Seattle,Women's Apparel,62.00,113,701,245.21,Online
West Gear,1128299,2020-07-19,West,Washington,Seattle,Men's Street Footwear,58.00,149,864,345.68,Online
West Gear,1128299,2020-07-20,West,Washington,Seattle,Men's Athletic Footwear,64.00,138,883,326.78,Online
West Gear,1128299,2020-07-21,West,Washington,Seattle,Women's Street Footwear,56.00,113,633,227.81,Online
West Gear,1128299,2020-07-22,West,Washington,Seattle,Women's Athletic Footwear,58.00,98,568,250.10,Online
West Gear,1128299,2020-07-23,West,Washington,Seattle,Men's Apparel,69.00,94,649,227.01,Online
West Gear,1128299,2020-07-24,West,Washington,Seattle,Women's Apparel,71.00,101,717,250.99,Online
West Gear,1128299,2020-07-25,West,Washington,Seattle,Men's Street Footwear,54.00,162,875,384.91,Online
West Gear,1128299,2020-07-26,West,Washington,Seattle,Men's Athletic Footwear,60.00,188,1128,417.36,Online
West Gear,1128299,2020-07-27,West,Washington,Seattle,Women's Street Footwear,54.00,124,670,247.75,Online
West Gear,1128299,2020-07-28,West,Washington,Seattle,Women's Athletic Footwear,69.00,117,807,347.14,Online
West Gear,1128299,2020-07-29,West,Washington,Seattle,Men's Apparel,85.00,115,978,391.00,Online
West Gear,1128299,2020-07-30,West,Washington,Seattle,Women's Apparel,88.00,138,1214,376.46,Online
West Gear,1128299,2020-07-31,West,Washington,Seattle,Men's Street Footwear,78.00,188,1466,586.56,Online
West Gear,1128299,2020-08-01,West,Washington,Seattle,Men's Athletic Footwear,77.00,195,1502,570.57,Online
West Gear,1128299,2020-08-02,West,Washington,Seattle,Women's Street Footwear,73.00,138,1007,392.89,Online
West Gear,1128299,2020-08-03,West,Washington,Seattle,Women's Athletic Footwear,76.00,138,1049,450.98,Online
West Gear,1128299,2020-08-04,West,Washington,Seattle,Men's Apparel,82.00,133,1091,414.43,Online
West Gear,1128299,2020-08-05,West,Washington,Seattle,Women's Apparel,86.00,150,1290,438.60,Online
Foot Locker,1185732,2020-08-06,West,Washington,Seattle,Men's Street Footwear,44.00,273,1201,660.66,Online
Foot Locker,1185732,2020-08-07,West,Washington,Seattle,Men's Athletic Footwear,41.00,221,906,443.99,Online
Foot Locker,1185732,2020-08-08,West,Washington,Seattle,Women's Street Footwear,34.00,230,782,304.98,Online
Foot Locker,1185732,2020-08-09,West,Washington,Seattle,Women's Athletic Footwear,38.00,175,665,266.00,Online
Foot Locker,1185732,2020-08-10,Southeast,Florida,Miami,Men's Apparel,50.00,195,975,487.50,Online
Foot Locker,1185732,2020-08-11,Southeast,Florida,Miami,Women's Apparel,41.00,247,1013,627.87,Online
Foot Locker,1185732,2020-08-12,Southeast,Florida,Miami,Men's Street Footwear,43.00,319,1372,781.87,Online
Foot Locker,1185732,2020-08-13,Southeast,Florida,Miami,Men's Athletic Footwear,43.00,195,839,410.87,Online
Foot Locker,1185732,2020-08-14,Southeast,Florida,Miami,Women's Street Footwear,32.00,240,768,291.84,Online
West Gear,1185732,2020-08-15,Southeast,Florida,Miami,Women's Athletic Footwear,38.00,169,642,282.57,Online
Foot Locker,1185732,2020-08-16,Southeast,Florida,Miami,Men's Apparel,53.00,218,1155,554.59,Online
Foot Locker,1185732,2020-08-17,Southeast,Florida,Miami,Women's Apparel,41.00,221,906,588.97,Online
Foot Locker,1185732,2020-08-18,Southeast,Florida,Miami,Men's Street Footwear,41.00,268,1099,659.28,Online
Foot Locker,1185732,2020-08-19,Southeast,Florida,Miami,Men's Athletic Footwear,42.00,225,945,453.60,Online
Foot Locker,1185732,2020-08-20,Southeast,Florida,Miami,Women's Street Footwear,32.00,217,694,243.04,Online
Foot Locker,1185732,2020-08-21,Southeast,Florida,Miami,Women's Athletic Footwear,36.00,175,630,252.00,Online
Foot Locker,1185732,2020-08-22,Southeast,Florida,Miami,Men's Apparel,53.00,182,965,443.72,Online
Foot Locker,1185732,2020-08-23,Southeast,Florida,Miami,Women's Apparel,42.00,225,945,604.80,Online
Foot Locker,1185732,2020-04-24,Southeast,Florida,Miami,Men's Street Footwear,42.00,256,1075,623.62,Online
Foot Locker,1185732,2020-04-24,Southeast,Florida,Miami,Men's Athletic Footwear,41.00,210,861,430.50,Online
West Gear,1185732,2020-04-24,Southeast,Florida,Miami,Women's Street Footwear,32.00,203,650,259.84,Online
West Gear,1185732,2020-04-24,Southeast,Florida,Miami,Women's Athletic Footwear,38.00,189,718,323.19,Online
West Gear,1185732,2020-04-24,Southeast,Florida,Miami,Men's Apparel,52.00,196,1019,458.64,Online
West Gear,1185732,2020-04-24,Southeast,Florida,Miami,Women's Apparel,44.00,208,915,549.12,Online
West Gear,1185732,2020-04-24,Southeast,Florida,Miami,Men's Street Footwear,52.00,300,1560,873.60,Online
West Gear,1185732,2020-04-24,Southeast,Florida,Miami,Men's Athletic Footwear,54.00,194,1048,523.80,Online
West Gear,1185732,2020-04-24,Southeast,Florida,Miami,Women's Street Footwear,47.00,188,884,326.93,Online
West Gear,1185732,2020-04-24,Southeast,Florida,Miami,Women's Athletic Footwear,49.00,175,858,368.73,Online
West Gear,1185732,2020-04-24,Southeast,Florida,Miami,Men's Apparel,58.00,196,1137,534.30,Online
West Gear,1185732,2020-04-24,Southeast,Florida,Miami,Women's Apparel,64.00,248,1587,1015.81,Online
West Gear,1185732,2020-04-24,Southeast,Florida,Miami,Men's Street Footwear,55.00,290,1595,941.05,Online
West Gear,1185732,2020-04-24,Southeast,Florida,Miami,Men's Athletic Footwear,54.00,206,1112,545.08,Online
West Gear,1185732,2020-09-07,Southeast,Florida,Miami,Women's Street Footwear,49.00,208,1019,356.72,Online
West Gear,1185732,2020-09-08,Southeast,Florida,Miami,Women's Athletic Footwear,47.00,217,1020,407.96,Online
West Gear,1185732,2020-09-09,Southeast,Florida,Miami,Men's Apparel,62.00,233,1445,707.85,Online
West Gear,1185732,2020-09-10,Southeast,Florida,Miami,Women's Apparel,63.00,259,1632,1060.61,Online
West Gear,1185732,2020-09-11,Southeast,Florida,Miami,Men's Street Footwear,60.00,299,1794,1076.40,Online
West Gear,1185732,2020-09-12,Southeast,Florida,Miami,Men's Athletic Footwear,57.00,225,1283,589.95,Online
West Gear,1185732,2020-09-13,Southeast,Florida,Miami,Women's Street Footwear,50.00,215,1075,397.75,Online
West Gear,1185732,2020-09-14,Southeast,Florida,Miami,Women's Athletic Footwear,53.00,233,1235,531.01,Online
West Gear,1185732,2020-09-15,Southeast,Florida,Miami,Men's Apparel,61.00,208,1269,621.71,Online
West Gear,1185732,2020-09-16,Southeast,Florida,Miami,Women's Apparel,67.00,244,1635,1062.62,Online
West Gear,1185732,2020-09-17,Southeast,Florida,Miami,Men's Street Footwear,60.00,304,1824,1039.68,Online
West Gear,1185732,2020-09-18,Southeast,Florida,Miami,Men's Athletic Footwear,55.00,252,1386,623.70,Online
West Gear,1185732,2020-09-19,Southeast,Florida,Miami,Women's Street Footwear,53.00,231,1224,452.99,Online
Foot Locker,1185732,2020-09-20,Southeast,Florida,Miami,Women's Athletic Footwear,44.00,233,1025,410.08,Online
Foot Locker,1185732,2020-09-21,Southeast,Florida,Miami,Men's Apparel,52.00,225,1170,526.50,Online
Foot Locker,1185732,2020-09-22,Southeast,Florida,Miami,Women's Apparel,56.00,278,1557,949.65,Online
Foot Locker,1185732,2020-09-23,Southeast,Florida,Miami,Men's Street Footwear,53.00,284,1505,827.86,Online
Foot Locker,1185732,2020-09-24,Southeast,Florida,Miami,Men's Athletic Footwear,46.00,255,1173,527.85,Online
Sports Direct,1185732,2020-09-25,Southeast,Florida,Miami,Women's Street Footwear,41.00,225,923,341.33,Online
Sports Direct,1185732,2020-09-26,Southeast,Florida,Miami,Women's Athletic Footwear,42.00,210,882,379.26,Online
Sports Direct,1185732,2020-09-27,Southeast,Florida,Miami,Men's Apparel,50.00,210,1050,525.00,Online
Sports Direct,1185732,2020-09-28,Southeast,Florida,Miami,Women's Apparel,55.00,223,1227,772.70,Online
Sports Direct,1185732,2020-09-29,Southeast,Florida,Miami,Men's Street Footwear,56.00,270,1512,907.20,Online
Sports Direct,1185732,2020-09-30,Southeast,Florida,Miami,Men's Athletic Footwear,47.00,215,1011,454.73,Online
Sports Direct,1185732,2020-10-01,Southeast,Florida,Miami,Women's Street Footwear,47.00,203,954,372.10,Online
Sports Direct,1185732,2020-10-02,Southeast,Florida,Miami,Women's Athletic Footwear,45.00,182,819,360.36,Online
Sports Direct,1185732,2020-10-03,Southeast,Florida,Miami,Men's Apparel,57.00,189,1077,538.65,Online
Sports Direct,1185732,2020-10-04,Southeast,Florida,Miami,Women's Apparel,59.00,223,1316,855.21,Online
Sports Direct,1185732,2020-10-05,Southeast,Florida,Miami,Men's Street Footwear,56.00,244,1366,792.51,Online
Sports Direct,1185732,2020-10-06,Southeast,Florida,Miami,Men's Athletic Footwear,49.00,224,1098,526.85,Online
Sports Direct,1185732,2020-10-07,Southeast,Florida,Miami,Women's Street Footwear,46.00,224,1030,381.25,Online
Sports Direct,1185732,2020-10-08,Southeast,Florida,Miami,Women's Athletic Footwear,49.00,202,990,435.51,Online
